name,price
Doritos,252
Pizza Hut,158
Taco Bell,147
Kits,413
Bel Group,414
Nutella,460
Baskin robbins,450
Nesquik,450
Doritos,474
Doritos,340
Starbucks,396
Andy Capp's fries,460
Kinder,472
Heinz,411
Subway,448
Magnum,182
Pizza Hut,115
Bel Group,102
Wendy's,389
Vitta Foods,328
Vitta Foods,397
Vitta Foods,481
Burger King,399
Knorr,243
Wonder Bread,150
Burger King,483
Lavazza,392
Pizza Hut,471
Heinz,255
Red Lobster,329
Burger King,166
Papadopoulos,214
Wendy's,327
Papadopoulos,498
Dunkin' Donuts,492
Starbucks,468
Applebee's,82
Andy Capp's fries,106
Magnum,369
Cheetos,162
Nesquik,214
Wonder Bread,72
Domino,429
KFC,328
Betty Crocker,189
Cobblestone,298
Taco Bell,199
Red Lobster,371
